Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_aids_vrlno,Si le VIH positif: charge virale du VIH la plus récente (copies / ml),,Défini comme la charge virale VIH la plus récente en laboratoire disponible exprimée en copies / ml.,Indiquez la charge virale VIH la plus récente en laboratoire disponible exprimée en copies / ml.,1,0,0,0,0,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_aids_vrlnodate,Date de la charge virale VIH,,Il s'agit de la date de la dernière numération des cellules CD4 effectuée en laboratoire.,Inscrivez la date au format JJ/MM/AAAA.,1,0,0,0,0,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_tuberculos,Tuberculose,"1, Oui | 0, Non | 99, Inconnu","Défini comme des patients recevant actuellement un traitement pour la tuberculose, une infection causée par la bactérie Mycobacterium tuberculosis. La tuberculose latente ne doit pas être incluse ici. Les patients qui ont été guéries de la tuberculose ne doivent pas être inclus ici. Ceux qui ont des séquelles pulmonaires chroniques après leur tuberculose devraient être incluses comme maladie pulmonaire chronique.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_tuberculos_type,Précisez le type de tuberculose,"1, Pulmonaire active | 4, Extra-pulmonaire active | 3, Latente | 99, Inconnu","Il s’agit du type d’infection à Mycobacterium tuberculosis. La tuberculose pulmonaire active fait référence à une infection bactérienne qui affecte les poumons et est causée par Mycobacterium tuberculosis, avec des signes et symptômes comprenant une toux chronique avec des crachats teintés de sang, des sueurs nocturnes, de la fièvre, de la fatigue et une perte de poids. La tuberculose extra-pulmonaire active fait référence à une infection à Mycobacterium tuberculosis touchant des organes autres que les poumons (par exemple, la plèvre, les ganglions lymphatiques, l'abdomen, les voies génito-urinaires, la peau, les articulations et les os ou les méninges). La tuberculose latente fait référence à la présence asymptomatique de Mycobacterium tuberculosis dans le corps, qui est déterminée par un résultat positif à un test cutané à la tuberculine ou à un test de libération d'interféron gamma.",Sélectionnez la ou les options les plus appropriées qui correspondent au type d'infection à Mycobacterium tuberculosis.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_tuberculos_latent,Tuberculose latente,"1, oui | 0, Non | 99, Inconnu","Il s'agit de la présence asymptomatique de Mycobacterium tuberculosis dans l'organisme, qui est déterminée par un résultat positif à un test cutané à la tuberculine ou à un test de libération d'interféron gamma.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_tuberculos_previous,Tuberculose antérieure,"1, oui | 0, Non | 99, Inconnu","Il s’agit d’antécédents d’infection tuberculeuse active, quel que soit le statut du traitement et l’évolution de la maladie d’une infection antérieure.",Indiquez « Oui » si cette condition existait avant l'admission avec cette maladie actuelle.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_hepbc,Infection chronique à l'hépatite B / C,"1, Oui | 0, Non | 99, Inconnu",Défini comme une hépatite chronique due à une infection par l'hépatite B (HBV) ou le virus de l'hépatite C (VHC). N'incluez pas ceux qui ont un remède documenté d'hépatite C.,"Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_heme,Comorbidités hématologiques,,Il s'agit des comorbidités liées au système hématologique.,,1,0,0,0,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_chrhematol,Maladie hématologique chronique,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de troubles chroniques du sang et des tissus hématopoïétiques. Exemples : polycythémie vraie, syndromes myélodysplasiques (SMD). Ne comprend pas la leucémie, le lymphome ou le myélome, qui doivent être enregistrés sous la rubrique « malignité ». Ne comprend pas l'anémie ferriprive due à l'alimentation ou à une perte sanguine chronique.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_recentblood,Transfusion sanguine au cours du dernier mois,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'antécédents de transfusion sanguine au cours du mois précédent d'une année civile.,"Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. ",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_sickle,Drépanocytose,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une maladie génétique du sang caractérisée par l'apparition de globules rouges en forme de faucille et une anémie.,"Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. ",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_sys,Comorbidités systémiques/générales,,Il s'agit de comorbidités systémiques/générales.,,1,0,0,0,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_rheumatolo,Trouble rhumatologique,"1, Oui | 0, Non | 99, Inconnu","Défini comme un trouble du tissu conjonctif, en particulier les articulations et les structures apparentées caractérisées par une inflammation, une dégénérescence ou un dérangement métabolique. Il comprend des arthropathies chroniques et de l'arthrite, des troubles du tissu conjonctif et des vasculitides.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_rheumatolo_type,Préciser Trouble rhumatologique,"1, Arthrose| 2, polyarthrite rhumatoïde | 3, Lupus érythémateux systémique | 4, Spondylarthrite ankylosante | 5, arthrite psoriasique",,,1,0,0,,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_rheumatolo_type_oth,Spécifiez autre trouble rhumatologique,,,,1,0,0,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_asplenia,Asplenia,"1, Oui | 0, Non | 99, Inconnu","Défini comme l'absence anatomique de la rate ou l'asplénie fonctionnelle secondaire à divers états pathologiques. Cela peut inclure l'absence congénitale (naissance sans rate) ou l'absence acquise, par exemple à la suite d'une ablation chirurgicale. ","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_benignn,Néoplasme bénin,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence à un néoplasme caractérisé par l'absence de caractéristiques cytologiques et architecturales atypiques ou malignes, et l'absence de caractéristiques invasives ou de potentiel métastatique.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malignantn,Néoplasme malin,"1, Oui | 0, Non | 99, Inconnu","Défini comme une tumeur composée de cellules néoplasiques atypiques, souvent pléomorphes qui envahissent d'autres tissus. Comprend des tumeurs malignes hématologiques, qui sont considérées comme biologiquement actives. Les néoplasmes malins les plus courants sont les carcinomes (adénocarcinomes ou carcinomes épidermoïdes), les lymphomes hodgkiniens et non hodgkiniens, les leukaemias, les mélanomes et les sarcomes. Il n'inclut spécifiquement pas les tumeurs malignes qui ont été guéries ou lorsqu'il n'y a aucune preuve d'une maladie en cours relative à cette tumeinte après le traitement.","Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. ",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malignantn_sol,Néoplasme solide malin,"1, Oui | 0, Non | 99, Inconnu",Défini comme un néoplasme malin provenant de tissus qui n'incluent pas les zones fluides. Les exemples représentatifs comprennent des carcinomes (adénocarcinomes ou carcinomes épidermoïdes) et des sarcomes. Les tumeurs malignes des tissus hématopoïétiques et lymphoïdes ne sont pas considérées comme des néoplasmes solides.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malignantn_leuk,Leucémie,"1, Oui | 0, Non | 99, Inconnu","Défini comme une maladie progressive et maligne des organes du sang, caractérisée par une prolifération déformée et le développement de leucocytes et de leurs précurseurs dans le sang et la moelle osseuse. Les leucémies ont été initialement appelées aiguës ou chroniques en fonction de l'espérance de vie, mais sont maintenant classées selon la maturité cellulaire.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malignantn_lymp,Lymphome,"1, Oui | 0, Non | 99, Inconnu","Défini comme une prolifération maligne (clonale) de lymphocytes b ou de lymphocytes T qui impliquent les ganglions lymphatiques, la moelle osseuse et / ou les sites extranodaux. Cette catégorie comprend des lymphomes non hodgkiniens et des lymphomes hodgkiniens.","Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. ",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_obesity,Obésité,"1, Oui | 0, Non | 99, Inconnu",Se réfère au poids corporel largement au-dessus de la norme recommandée. IMC> = 30 kg / m2 ou d'autres coupes d'IMC appropriées localement peuvent être utilisées pour définir l'obésité.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malnutriti,Malnutrition,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence à toute carence en apport cliniquement identifiée, soit en énergie totale, soit en nutriments spécifiques, qui ont conduit à une intervention diététique ou à une référence avant cette admission.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_diabetes,Diabète sucré,"1, Oui | 0, Non | 99, Inconnu","Défini comme un trouble métabolique caractérisé par une glycémie anormalement élevée en raison d'une diminution de la production de résistance ou de désensibilisation à l'insuline ou à l'insuline. Cela comprend le diabète sucré de type 1, le diabète sucré de type 2 ou le diabète gestationnel nécessitant un traitement oral ou sous-cutané.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_diabetes_type,Type de diabète sucré,"1, Type 1 | 2, Type 2 | 3, Diabète gestationnel | 99, Inconnu","Désigne un sous-type de diabète sucré caractérisé par une déficience en insuline ; il se manifeste par l'apparition soudaine d'une hyperglycémie sévère, une progression rapide vers une acidocétose diabétique et la mort en l'absence de traitement par insuline ; la maladie peut survenir à tout âge, mais elle est plus fréquente chez les enfants et les adolescents.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_diabetes_endorg,Endommage des organes du diabète,"1, Oui | 0, Non | 99, Inconnu","Fait référence à des dommages irréparables à plusieurs organes / systèmes, ce qui est le résultat de complications chroniques du diabète. Les organes / systèmes affectés comprennent le système cardiovasculaire, les reins, les yeux, le système nerveux, les articulations et les pieds.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_hba1c,Résultat de l'HbA1c au cours des 6 derniers mois (sélectifs unités),,"L'hémoglobine A1C (HbA1c) est un test sanguin qui mesure le taux de glycémie moyen au cours des trois mois précédant le résultat du test. Il peut être rapporté dans différentes unités (mmol / mol, mmol / l ou%).","Sélectionnez l'option qui correspond le mieux au résultat. S'il n'y a aucun résultat pour le patient au cours des six derniers mois, passez à la question suivante.",1,0,0,0,0,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_hba1c_units,Résultat HbA1C au cours des 6 derniers mois (certaines unités),"1, mmol/mole | 2, %",,,1,0,0,,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_hba1c_mmolmol,Résultat de l'HbA1c au cours des 6 derniers mois (mmol / mol),,"L'hémoglobine A1C (HbA1c) est un test sanguin qui mesure le taux de glycémie moyen au cours des trois mois précédant le résultat du test. Il peut être rapporté dans différentes unités (mmol / mol, mmol / l ou%).",Entrez la valeur numérique pour le niveau d'HbA1c exprimé dans MMOL / MOL.,1,0,0,0,0,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_hba1c_pcnt,Résultats HbA1C au cours des 6 derniers mois (%),,"L'hémoglobine A1C (HbA1C) est un test sanguin qui mesure le taux moyen de glucose dans le sang au cours des trois mois précédant le résultat du test. Elle peut être exprimée en différentes unités (mmol/mol, mmol/L ou %).",Indiquez la valeur numérique du taux d'HbA1C exprimée en pourcentage %.,1,0,0,0,0,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_smoking,Toujours fumé,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de la consommation de cigarettes, cigares, pipes ou équivalents. Une personne qui n'a jamais fumé est définie comme une personne qui n'a jamais fumé au moment de l'évaluation ou qui a fumé moins de 100 des produits susmentionnés au cours de sa vie. N'incluez pas les produits du tabac sans fumée tels que le tabac à chiquer ou les dispositifs électroniques de délivrance de nicotine.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active. Indiquez «non» si le patient n'a jamais fumé (défini comme une personne qui n'a jamais fumé au moment de l'évaluation ou qui a fumé moins de 100 des éléments ci-dessus de sa vie).",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_smoking_type,Statut tabagique,"1, Fumeur actuel | 2, Ancien fumeur","Il s'agit de la consommation de cigarettes, cigares, pipes ou équivalents. Une personne n'ayant jamais fumé est définie comme une personne qui n'a jamais fumé au moment de l'évaluation ou qui a fumé moins de 100 des produits susmentionnés au cours de sa vie. N'incluez pas les produits du tabac sans fumée tels que le tabac à chiquer ou les dispositifs électroniques de délivrance de nicotine. ",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. Indiquez « Non » si le patient n'a jamais fumé (défini comme une personne qui n'a jamais fumé au moment de l'évaluation ou qui a fumé moins de 100 des articles ci-dessus au cours de sa vie).,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_smoking_passive,Tabagisme passif (vit dans le même foyer qu'un fumeur),"1, Oui | 0, Non | 99, Inconnu",Il s'agit du risque accru d'exposition à la fumée de tabac chez les personnes qui ne fument pas. Cela peut résulter du fait de partager un espace avec un fumeur ou du transfert placentaire de la mère au fœtus.,"Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. ",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_alcohol,Dépendance à l'alcool,"1, oui | 0, Non | 99, Inconnu",,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_intrdrug,Usager de drogues intraveineuses,"1, oui | 0, Non | 99, Inconnu",Il s'agit d'un trouble provoquant des crises récurrentes non provoquées.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_orgtrans,Greffe,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence à un individu recevant (ou a reçu) des tissus ou des organes transférés d'un autre individu de la même espèce ou des différentes espèces, ou à l'intérieur du même individu.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_orgtrans_organ,Si oui: spécifiez des organes transplantés (s),"1, Poumon | 2, Cœur | 3, Rein | 4, Foie | 5, Os  | 6, Cellule souche hématopoïétique","Il s'agit des tissus ou organes spécifiques transférés d'un autre individu de la même espèce ou d'une espèce différente, ou provenant du même individu.",Sélectionnez tout ce qui s'applique.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_primaryimmuno,Déficience immunitaire primaire,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une maladie immunodéficitaire qui survient indépendamment d'un autre processus pathologique, d'une autre maladie ou d'une autre lésion.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_chemotherapy,Chimiothérapie,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'un traitement qui utilise des médicaments pour arrêter la croissance des cellules cancéreuses, soit en les tuant, soit en les empêchant de se diviser.","Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. ",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_radiotherapy,Radiothérapie,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de l'utilisation de rayonnements à haute énergie provenant de rayons X, de rayons gamma, de neutrons, de protons et d'autres sources pour tuer les cellules cancéreuses et réduire les tumeurs.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_steroidtherapy,Traitement corticostéroïde à long terme ou à forte dose,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de l'utilisation de corticostéroïdes exogènes à fortes doses ou pendant de longues périodes (généralement plus de 4 semaines) pour le traitement de toute maladie ou trouble.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_skincon,Affections cutanées pertinentes (dermatite atopique ou affections cutanées exfoliantes actives),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de toute anomalie de la structure ou du fonctionnement normal de la peau ou des tissus sous-cutanés qui se manifeste par un ensemble caractéristique de symptômes et de signes.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_skincondesc,Décrire les affections cutanées,,Il s'agit de toute anomalie de la structure ou du fonctionnement normal de la peau ou des tissus sous-cutanés qui se manifeste par un ensemble caractéristique de symptômes et de signes.,"Si « Oui », veuillez décrire l'affection cutanée.",1,0,0,0,0,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malnut,Malnutrition,"1, oui | 0, Non | 99, Inconnu","Il s'agit de toute carence cliniquement identifiée en apport énergétique total ou en nutriments spécifiques, ayant conduit à une intervention diététique ou à une orientation avant l'admission.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malnut_muac,Circonférence mi-haute du bras,,,,1,0,0,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_paed,Comorbidités spécifiques à l'enfant,,,,1,0,0,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_premature,Prématurité (<37 semaines),"1, oui | 0, Non | 99, Inconnu",Il s'agit d'une naissance lorsque le fœtus a moins de 37 semaines et 0 jour d'âge gestationnel.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_conginmu,Immunodéficience congénitale,"1, oui | 0, Non | 99, Inconnu",,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_otherdesc,Autres comorbidités,,,,1,0,0,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_unlisted,Autres comorbidité pertinente (s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une ou plusieurs affections comorbides non mentionnées ci-dessus.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_mhdesc,Conditions aiguës actuelles,,,,1,0,0,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_cpox,Variole de poulet active,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence à une infection active de la varicelle provoquée par le virus varicelle-zona. Les manifestations cliniques sont la fièvre et les éruptions cutanées vésiculaires pruritiques survenant de dix à vingt et un jours après l'exposition. N'incluez pas ceux qui ont réactivé le virus de la varicelle zona (VZV), c'est-à-dire les bardeaux.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_meas,Rougeole active,"1, oui | 0, Non | 99, Inconnu",,Indiquez « Oui » si cette condition existait avant l'admission avec cette maladie actuelle et demeure une condition médicale active.,1,0,0,,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_actshingles,Bardons actifs (Herpès Zoster),"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'un cas actif de zona ou d'herpès zoster dû à la réactivation du virus varicelle-zona qui est resté latent après l'exposition initiale du patient au virus sous forme de varicelle.,"Indiquez «oui», si le patient a actuellement des bardeaux (herpès zoster), une réactivation du virus varicelle-zona. Indiquez «non» si le patient n'a eu que la varicelle dans le passé, ou si le patient n'a pas d'antécédents de cette condition.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_acthcv,Hépatite C active,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'un cas actif d'infection par le virus de l'hépatite C.,Indiquez « Oui » si le patient présente actuellement une infection active par l'hépatite C.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_acthbv,"Hépatite B active ","1, Oui | 0, Non | 99, Inconnu",Il s'agit d'un cas actif d'infection par le virus de l'hépatite B.,Indiquez « Oui » si le patient est actuellement atteint d'une infection active par l'hépatite B.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_mumps,Oreillons actifs,"1, oui | 0, Non | 99, Inconnu",,,1,0,0,,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_zika,Zika actif,"1, oui | 0, Non | 99, Inconnu",,,1,0,0,,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_dengue,Dengue active,"1, oui | 0, Non | 99, Inconnu",Il s'agit d'un cas actif de dengue,,1,0,0,0,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_enterovirus,Entérovirus actif,"1, oui | 0, Non | 99, Inconnu",,,1,0,0,,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_polio,Polio active,"1, oui | 0, Non | 99, Inconnu",,,1,0,0,,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_rickettsial,Infections à rickettsies,"1, oui | 0, Non | 99, Inconnu",,,1,0,0,,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_sti,Infection active sexuellement transmissible,"1, Oui | 0, Non | 99, Inconnu","Défini comme des infections dues ou propagées par un contact sexuel, notamment la chlamydia, l'herpès / les verrues génitales, la gonorrhée, le VPH, les poux publics, la syphilis, la trichomoniase, le lymphogranulome vénéreum. N'incluez pas le VIH / SIDA et l'hépatite chronique, comme spécifié dans des questions distinctes.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_sti_type,Spécifiez STI actif,"1, virus de l'herpès simplex (HSV) | 2, papillomavirus humain (HPV) | 3, chlamydia | 4, gonorrhée | 5, syphilis | 6, mycoplasma genitalium | 99, inconnu | 88, autre","Défini comme des infections dues ou propagées par un contact sexuel, notamment la chlamydia, l'herpès / les verrues génitales, la gonorrhée, le VPH, les poux publics, la syphilis, la trichomoniase, le lymphogranulome vénéreum. N'incluez pas le VIH / SIDA et l'hépatite chronique, comme spécifié dans des questions distinctes.",Sélectionnez tout ce qui s'applique.,1,0,0,0,0,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_sti_oth,Précisez les autres IST actives,,"Défini comme des infections dues ou propagées par le contact sexuel, y compris, non énumérée ci-dessus. N'incluez pas le VIH / SIDA et l'hépatite chronique, comme spécifié dans des questions distinctes.","Si « Autre », précisez l'autre IST active.",1,0,0,0,0,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_malaria,Paludisme actif,"1, oui | 0, Non | 99, Inconnu",Il s'agit d'un cas actif de paludisme.,,1,0,0,0,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_headinf,Infection de la tête et du cou,"1, oui | 0, Non | 99, Inconnu",,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,,0,0
